year,country_iso3,country_name,country_role,indicator,indicator_code,value,measure_note,source_tier,source_url,source_retrieved_at
2009,NZL,New Zealand,reference,net_migration,SM.POP.NETM,12700,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,NZL,New Zealand,reference,net_migration,SM.POP.NETM,6722,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2011,NZL,New Zealand,reference,net_migration,SM.POP.NETM,-2196,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2012,NZL,New Zealand,reference,net_migration,SM.POP.NETM,-1015,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2013,NZL,New Zealand,reference,net_migration,SM.POP.NETM,26385,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2014,NZL,New Zealand,reference,net_migration,SM.POP.NETM,57974,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,NZL,New Zealand,reference,net_migration,SM.POP.NETM,70870,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2016,NZL,New Zealand,reference,net_migration,SM.POP.NETM,75512,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2017,NZL,New Zealand,reference,net_migration,SM.POP.NETM,68349,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2018,NZL,New Zealand,reference,net_migration,SM.POP.NETM,59139,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2019,NZL,New Zealand,reference,net_migration,SM.POP.NETM,69770,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,NZL,New Zealand,reference,net_migration,SM.POP.NETM,42124,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2021,NZL,New Zealand,reference,net_migration,SM.POP.NETM,-14944,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2022,NZL,New Zealand,reference,net_migration,SM.POP.NETM,21404,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2023,NZL,New Zealand,reference,net_migration,SM.POP.NETM,21404,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2024,NZL,New Zealand,reference,net_migration,SM.POP.NETM,18766,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1995,PAK,Pakistan,origin,net_migration,SM.POP.NETM,11534,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1996,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-60855,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1997,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-55539,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1998,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-112191,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1999,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-134510,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2000,PAK,Pakistan,origin,net_migration,SM.POP.NETM,252869,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2001,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-54727,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2002,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-653758,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2003,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-219118,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2004,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-64669,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2005,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-189899,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2006,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-183933,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2007,PAK,Pakistan,origin,net_migration,SM.POP.NETM,576349,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2008,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-140746,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2009,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-18298,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-431902,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2011,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-890633,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2012,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-1647989,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2013,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-1906319,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2014,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-2037920,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-2172162,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2016,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-2290411,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2017,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-1574585,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2018,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-1309611,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2019,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-1177220,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-559291,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2021,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-565673,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2022,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-1322625,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2023,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-1619557,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2024,PAK,Pakistan,origin,net_migration,SM.POP.NETM,-1401173,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PAK/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1995,PHL,Philippines,origin,net_migration,SM.POP.NETM,-280327,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1996,PHL,Philippines,origin,net_migration,SM.POP.NETM,-128251,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1997,PHL,Philippines,origin,net_migration,SM.POP.NETM,-145334,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1998,PHL,Philippines,origin,net_migration,SM.POP.NETM,178274,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1999,PHL,Philippines,origin,net_migration,SM.POP.NETM,-18323,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2000,PHL,Philippines,origin,net_migration,SM.POP.NETM,-33868,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2001,PHL,Philippines,origin,net_migration,SM.POP.NETM,-247496,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2002,PHL,Philippines,origin,net_migration,SM.POP.NETM,-268520,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2003,PHL,Philippines,origin,net_migration,SM.POP.NETM,-248066,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2004,PHL,Philippines,origin,net_migration,SM.POP.NETM,-273743,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2005,PHL,Philippines,origin,net_migration,SM.POP.NETM,-326063,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2006,PHL,Philippines,origin,net_migration,SM.POP.NETM,-566647,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2007,PHL,Philippines,origin,net_migration,SM.POP.NETM,-225977,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2008,PHL,Philippines,origin,net_migration,SM.POP.NETM,-498480,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2009,PHL,Philippines,origin,net_migration,SM.POP.NETM,-164411,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,PHL,Philippines,origin,net_migration,SM.POP.NETM,13556,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2011,PHL,Philippines,origin,net_migration,SM.POP.NETM,-240005,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2012,PHL,Philippines,origin,net_migration,SM.POP.NETM,95702,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2013,PHL,Philippines,origin,net_migration,SM.POP.NETM,-218439,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2014,PHL,Philippines,origin,net_migration,SM.POP.NETM,-196524,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,PHL,Philippines,origin,net_migration,SM.POP.NETM,-390702,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2016,PHL,Philippines,origin,net_migration,SM.POP.NETM,-309251,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2017,PHL,Philippines,origin,net_migration,SM.POP.NETM,-263593,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2018,PHL,Philippines,origin,net_migration,SM.POP.NETM,-163602,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2019,PHL,Philippines,origin,net_migration,SM.POP.NETM,-6208,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,PHL,Philippines,origin,net_migration,SM.POP.NETM,-47014,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2021,PHL,Philippines,origin,net_migration,SM.POP.NETM,-85185,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2022,PHL,Philippines,origin,net_migration,SM.POP.NETM,-221754,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2023,PHL,Philippines,origin,net_migration,SM.POP.NETM,-164284,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2024,PHL,Philippines,origin,net_migration,SM.POP.NETM,-160373,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/PHL/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1995,SDN,Sudan,origin,net_migration,SM.POP.NETM,-144670,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1996,SDN,Sudan,origin,net_migration,SM.POP.NETM,-310221,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1997,SDN,Sudan,origin,net_migration,SM.POP.NETM,-148368,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1998,SDN,Sudan,origin,net_migration,SM.POP.NETM,-150271,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1999,SDN,Sudan,origin,net_migration,SM.POP.NETM,-157090,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2000,SDN,Sudan,origin,net_migration,SM.POP.NETM,-165030,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2001,SDN,Sudan,origin,net_migration,SM.POP.NETM,-173745,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2002,SDN,Sudan,origin,net_migration,SM.POP.NETM,-180603,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2003,SDN,Sudan,origin,net_migration,SM.POP.NETM,-281001,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2004,SDN,Sudan,origin,net_migration,SM.POP.NETM,-185392,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2005,SDN,Sudan,origin,net_migration,SM.POP.NETM,-199378,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2006,SDN,Sudan,origin,net_migration,SM.POP.NETM,-211387,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2007,SDN,Sudan,origin,net_migration,SM.POP.NETM,-201769,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2008,SDN,Sudan,origin,net_migration,SM.POP.NETM,-73188,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2009,SDN,Sudan,origin,net_migration,SM.POP.NETM,-80159,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,SDN,Sudan,origin,net_migration,SM.POP.NETM,-339466,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2011,SDN,Sudan,origin,net_migration,SM.POP.NETM,-347024,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2012,SDN,Sudan,origin,net_migration,SM.POP.NETM,-232196,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2013,SDN,Sudan,origin,net_migration,SM.POP.NETM,-194001,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2014,SDN,Sudan,origin,net_migration,SM.POP.NETM,92504,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,SDN,Sudan,origin,net_migration,SM.POP.NETM,66476,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2016,SDN,Sudan,origin,net_migration,SM.POP.NETM,84728,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2017,SDN,Sudan,origin,net_migration,SM.POP.NETM,441623,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2018,SDN,Sudan,origin,net_migration,SM.POP.NETM,125499,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2019,SDN,Sudan,origin,net_migration,SM.POP.NETM,-39491,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,SDN,Sudan,origin,net_migration,SM.POP.NETM,-65933,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2021,SDN,Sudan,origin,net_migration,SM.POP.NETM,31664,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2022,SDN,Sudan,origin,net_migration,SM.POP.NETM,-26668,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2023,SDN,Sudan,origin,net_migration,SM.POP.NETM,-1349998,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2024,SDN,Sudan,origin,net_migration,SM.POP.NETM,-544257,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SDN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
